ID,chunk,transcript,anger,disgust,fear,joy,sadness,analytical,confident,tentative,openess,conscientiousness,extraversion,agreeableness,emotional_range
651,1, The MAPPA Guidance is currently under review. References to the UKBA are primarily contained within the Duty to Co-operate Agencies and Foreign National Offenders chapters. My officials have redrafted,0,0,0.03,0.05,0.01,0,0,0,0.95,0.86,0.67,0.12,0.78
201,1, I have had no reports on the removal of people from the electoral register in Scotland on the grounds that they were additionally registered elsewhere.   People are,0,0,0.01,0.03,0.06,0,0,0,0.67,0.56,0.67,0.12,0.77
248,3,pupil referral units and other alternative provision  and have improved the timeliness of the data. We have also included the Key Stage 4 education destinations in performance tables. We,0,0,0.03,0.13,0.01,0,0,0,0.49,0.43,0.57,0.12,0.76
557,5,this but we do not believe that there is a need to do so.   In July to September of 2016 the number of applications for legal aid for,0,0,0.02,0.03,0.04,0,0,0,0.16,0.92,0.14,0.12,0.76
562,4,growth in the childcare system we can and should encourage new providers to enter the childcare market or existing providers to expand. We have supported this expansion with changes made,0.01,0,0.01,0.05,0.02,0,0,0,0.53,0.65,0.7,0.12,0.75
183,2,safety and wellbeing of our staff and have a zero tolerance supported by tough new laws to deal with people smuggling banned substances into jails and we are clear that,0.03,0,0.01,0.03,0.08,0.27,0,0,0.89,0.92,0.78,0.12,0.71
732,5,to a full time place in the September following their fourth birthday. We plan to publish a revised code in December 2014.,0,0,0.02,0.19,0.04,0,0,0,0.04,0.65,0.02,0.12,0.68
428,3,in the process of agreeing the CEC's funding and targets for the forthcoming financial year. The number of full-time equivalent staff currently employed by the CEC is 18. Further recruitment,0,0,0.02,0.04,0.02,0,0,0,0.69,0.44,0.45,0.12,0.66
510,2,in due course and any considerations to extend this scheme will depend on the outcome of the pilots. ,0,0,0.03,0.07,0.03,0,0,0,0.4,0.61,0.07,0.12,0.64
848,2,the country and they are grouped into Tornado teams made up of 12 officers and two commanders (a unit). Between 1/9/16 and 30/10/17 <e4><f3><f1> Tornado teams have been deployed on,0,0,0.02,0.03,0.01,0,0,0,0.75,0.91,0.66,0.12,0.63
536,7,"on detailed proposals later this year.\"",0.02,0.01,0.05,0.42,0.08,0,0,0,0.27,0.39,0.48,0.51,0.17537,1, The government continues to monitor sentencing for bladed and offensive weapon offences. On 9 March the latest knife possession sentencing quarterly statistics bulletin was published and is available at""",0.01,0,0.14,0.02,0.05,0,0,0,0.72,0.77,0.36,0.12,0.59
658,11,prison service in the world that has introduced these innovative new tests. There were 27277 random mandatory drug tests administered between October 2016 and March 2017. Each sample taken is,0,0,0.03,0.07,0.05,0,0,0,0.84,0.95,0.29,0.12,0.59
901,2,Food Standards are effective from 1 January 2015 and designed to be easier to read and implement. A full public consultation on the School Food Standards regulations was held between,0,0,0.03,0.07,0.01,0,0,0,0.52,0.74,0.69,0.12,0.58
317,1, Paediatric first aid training is and will remain a statutory requirement for all providers regulated in England under the Childcare Act 2006. The requirements for early years providers including,0,0,0.01,0.03,0.03,0,0,0,0.28,0.86,0.23,0.12,0.57
655,8,more than 300 dogs to detect PS and these dogs are available to all prisons. HMPPS are also exploring additional innovative security measures and new technology to complement existing searching,0,0,0.02,0.07,0.01,0,0,0,0.6,0.51,0.44,0.12,0.51
709,2,recall is the breach of one or more licence conditions. In some cases this may involve further offending. The information in the table below is taken from table 5.10 of,0.01,0,0.05,0.02,0.06,0.26,0,0,0.91,0.31,0.33,0.12,0.47
149,2,remain stable at approximately 80300 certified normal accommodation and 88300 operational capacity from 2019 onwards.   The Government set out its ambition for a reformed prison estate in the,0.01,0,0.02,0.03,0.06,0,0,0,0.36,0.49,0.34,0.12,0.46
416,2,recorded as starting work in a Prison (data up to the end of September 2017) who applied between the 1st January and 30th September 2017.,0,0,0.01,0.03,0.08,0,0,0,0.06,0.61,0.04,0.12,0.43
492,4,Years Teachers (graduates) are required to have an understanding different pedagogical approaches including the role of play in supporting early learning and development. The criteria for the Early Years Educator,0,0,0.03,0.04,0.03,0,0,0,0.41,0.48,0.16,0.12,0.42
272,2,to strengthen its focus on reducing reoffending and protecting communities and much progress has been made in implementing these reforms. For the first time around 40000 offenders a year released,0,0,0.01,0.13,0.02,0,0,0,0.31,0.8,0.37,0.12,0.41
208,3,can play an important part in communicating an individual's competences in a clear and reliable way and acting as signposts for the progress he or she has made. Where it,0.01,0,0.01,0.18,0.01,0,0,0,0.87,0.12,0.32,0.12,0.34
723,3,Pupils and their Characteristics' series of statistics for 2013[1] 2014[2] and 2015.[3] Specific information about Barnsley Central constituency can be calculated from the school level underlying data of each of,0,0,0.02,0.03,0.02,0,0,0,0.71,0.48,0.4,0.12,0.29
442,2,to this incident and any identifiable cause or contributory factor.,0.07,0.04,0.13,0.02,0.1,0,0,0,0.35,0,0.46,0.12,0
841,8,prison was operated by the public sector at that time (Birmingham). Where data for a particular year is not available this is indicated in the table. As the provision of,0,0,0.04,0.03,0.05,0,0,0,0.6,0.8,0.89,0.11,0.92
310,5,have breached and not completed their community order does not affect the payments made to the company directly it can result in a Service Credit being applied.,0,0,0,0.04,0.04,0,0,0,0.53,0.79,0.5,0.11,0.92
339,5,the community having been released on temporary licence (ROTL). The table below shows the principal offence for which these prisoners were serving a sentence by offence category and within the,0,0,0.01,0.04,0.06,0,0,0,0.95,0.79,0.73,0.11,0.91
736,4,"The Department is continuing to explore ways of increasing registration rates further.\"",0.02,0.01,0.02,0.09,0.12,0,0,0,0.55,0.35,0.51,0.61,0.71737,1, The pupil premium was introduced in April 2011 and applies only in England. During the first year of its operation only pupils who were currently eligible for free school""",0,0,0.02,0.04,0.03,0,0,0,0.36,0.91,0.21,0.11,0.91
537,7,committed their subsequent knife possession offence. The conviction or caution for the violence against the person offence may have occurred at the same time as or on a separate occasion,0.01,0,0.18,0.02,0.07,0,0.19,0,0.91,0.61,0.66,0.11,0.87
382,2,the rental payments made by prisoners. However information on the numbers of games consoles and televisions in use within prisons is not held centrally and could be obtained only at,0,0,0.01,0.02,0.09,0,0,0,0.82,0.71,0.21,0.11,0.85
878,1, We are only mid-way through the transition to Individual Electoral Registration and so the current electoral registers offer only a partial snapshot of the registration landscape.   Electoral,0,0,0.01,0.04,0.08,0,0,0,0.61,0.61,0.43,0.11,0.81
711,4,"of licence conditions extremely seriously and offenders who abscond can be sent back to prison.\"",0.13,0.11,0.09,0.01,0.22,0,0,0,0.53,0.43,0.42,0.71,0.05712,1, The Offender Rehabilitation Act 2014 which introduced licence and post sentence supervision for those serving short custodial sentences applies to offences committed on or after 1 February 2015. Final""",0,0.01,0.03,0.03,0.05,0,0,0,0.63,0.93,0.44,0.11,0.79
513,2,are made locally. Information on the capacity of learning and skills departments in individual prisons is not collected nationally.   National data on the total number of offenders aged,0.01,0,0.01,0.03,0.04,0,0,0,0.71,0.45,0.78,0.11,0.75
745,2,reoffending rates for people convicted of offences under the Animal Welfare Act 2006 is available up to 2014 with a one year follow-up period. Data for 2015 and 2016 will,0,0,0.03,0.03,0.06,0,0,0,0.62,0.94,0.47,0.11,0.74
654,7,in September 2016 was also a significant step to support our prisons in tackling the supply and use of these lethal drugs. We are not aware of any other prison,0,0,0.07,0.02,0.18,0,0,0,0.84,0.72,0.33,0.11,0.74
118,3,"We remain in discussion with CRCs to ensure our ambitious reforms are delivered successfully.\"",0.01,0.01,0.01,0.06,0.05,0,0,0,0.36,0.72,0.62,0.61,0.55119,1, Data on the number of prisoners released on temporary license (ROTL) of which resettlement overnight release is one type is published quarterly and data for each year going back""",0,0,0.05,0.02,0.18,0,0,0,0.72,0.93,0.08,0.11,0.73
658,19,drug use particularly psychoactive substances implementation of the Psychoactive Substance Act 2016 in prisons and insight into what they can do to prevent further PS supply and use.,0.01,0,0.06,0.02,0.06,0,0,0,0.85,0.63,0.33,0.11,0.72
680,2,serious incidents of disorder. The service includes planning and preparation of tactical options to Gold Silver and Bronze Commanders and the implementation of those orders and this service is not,0,0,0.04,0.02,0.06,0,0.19,0,0.96,0.6,0.8,0.11,0.7
967,5,230000 places since 2009. Furthermore data from the Childcare and Early Years Provider Survey (2013) showed that 97% of full day care settings that took three and four-year-olds offered funded,0,0,0,0.04,0.05,0,0,0,0.06,0.72,0.18,0.11,0.7
164,2,are given below. With the introduction of the dedicated schools grant (DSG) in 2006-07 the changes to the funding mechanism meant figures were no longer available to be shown split,0,0,0.04,0.04,0.05,0,0,0,0.84,0.61,0.28,0.11,0.69
406,1, The allocation of this funding will depend on the identified need and will be reassessed each year based on the evidence. We intend to build on the Department's strategy,0,0,0.03,0.07,0.03,0,0,0,0.47,0.65,0.18,0.11,0.68
232,2,included increasing the frequency and range of drugs tested for. Waste water testing is one of the options under consideration alongside other innovative technologies.,0,0,0.02,0.05,0.03,0,0,0,0.87,0.36,0.5,0.11,0.63
138,4,&amp  Enterprise Company to increase the number and quality of contacts between young people and businesses including entrepreneurs. We have revised the business GCSE so that from September 2017,0,0,0.01,0.09,0.01,0,0,0,0.32,0.34,0.9,0.11,0.61
568,5,with employers. The Company helps employers schools and colleges and other organisations to navigate their way through the existing landscape and find appropriate careers and enterprise organisations to partner with.,0,0,0.03,0.05,0.04,0,0,0,0.55,0.25,0.86,0.11,0.61
316,1, Ownership of Community Rehabilitation Companies (CRCs) transferred to new providers in 2015. Contracts with CRCs require each CRC to ensure that it employs a sufficient level of staff and,0,0,0,0.03,0.03,0,0,0,0.67,0.63,0.4,0.11,0.61
656,13,PS and these dogs are available to all prisons. HMPPS are also exploring additional innovative security measures and new technology to complement existing searching methods in prisons. The introduction of,0.01,0,0.02,0.07,0.01,0,0,0,0.77,0.59,0.53,0.11,0.6
187,2,HMP Hull approached and held discussions about the permanent placement of the replica Gipsy Moth with the City of Culture organisation Network Rail for the use of Paragon Station Curator,0,0,0.02,0.05,0.03,0,0,0,0.8,0.19,0.9,0.11,0.56
657,6,than 300 dogs to detect PS and these dogs are available to all prisons. HMPPS are also exploring additional innovative security measures and new technology to complement existing searching methods,0,0,0.02,0.08,0.01,0,0,0,0.57,0.52,0.5,0.11,0.54
910,14,and 94% of three-year-olds taking up a place. Based on survey data collected from local authorities in the autumn of 2015 it is estimated that 182000 two-year-olds - around 72%,0,0,0.04,0.03,0.07,0,0,0,0.72,0.16,0.77,0.11,0.51
432,6,assist schools and colleges in choosing good careers and enterprise organisations to partner with and increase the number and effectiveness of employer-school interactions. LEPs started work from September 2015.,0,0,0.01,0.08,0.04,0,0,0,0.2,0.47,0.66,0.11,0.49
888,3,was self-reported. Supporting offenders into meaningful employment is a vital part of the Government's approach to tackling reoffending. That is why we are working to better link skills and training,0,0,0.03,0.04,0.03,0,0,0,0.67,0.42,0.66,0.11,0.47
910,15,of eligible children - have taken up a place on the two-year-old programme.   From September 2017 we are introducing 15 hours of free childcare a week for the,0,0,0.01,0.03,0.07,0,0,0,0.24,0.95,0.01,0.11,0.47
606,4,Stage requires providers to understand the needs of every child and support them as necessary to make progress. The Early Years Foundation stage is available online at:   <a,0,0,0.01,0.08,0.01,0.01,0,0,0.09,0.26,0.03,0.11,0.44
7,4,"neighbouring establishments. Payment Plus is one of the measures available to NOMS that has been used alongside national Detached Duty arrangements.<td colspan=\12\\> <strong>Table 1: Amount paid in Payment Plus to""",0,0,0.01,0.03,0.02,0,0,0,0.23,0.73,0.2,0.11,0.39
856,1, We are clear that our prisons must become places of discipline hard work and self-improvement for offenders to improve their maths and English and get a job on release,0.01,0,0.05,0.03,0.07,0,0,0,0.33,0.81,0.32,0.11,0.38
748,3,need to operate in a level 3 role. Staff working in level 3 roles can have a range of responsibilities all of which require them to be highly skilled and,0,0,0.11,0.03,0.02,0,0,0,0.82,0.32,0.21,0.11,0.27
33,5,and prepare them for the world of work. Careers professionals can play an important role in supporting pupils as one element of a varied careers programme. The careers statutory guidance,0,0,0.02,0.07,0.02,0,0,0,0.46,0.23,0.29,0.11,0.07
15,1, A range of methods to counter the threat posed by drones are being trialled and evaluated for their effectiveness across the prison estate. This includes the use of technology,0,0,0.11,0.02,0.07,0,0,0,0.83,0.88,0.89,0.1,0.97
54,2,to registration and it is the duty of the Speaker's Committee to examine and approve its corporate plan. ,0.03,0,0.05,0.05,0.09,0,0,0,0.69,0.95,0.72,0.1,0.96
93,2,for Education does not collect data on the number of childminders registered with them. ,0.01,0,0.03,0.05,0.06,0,0,0,0.35,0.48,0.46,0.1,0.94
555,10,"about internet safety as part of the new national curriculum and Safer Internet Day is widely promoted each year.     [1] <a href=\https://www.gov.uk/government/publications/preventing-and-tackling-bullying\\ target=\\""_blank\\"">https://www.gov.uk/government/publications/preventing-and-tackling-bullying</a> [2] <a href=\\""https://www.gov.uk/government/collections/managing-behaviour-and-bullying-in-schools-case-studies\\""""",0,0,0.06,0.05,0.02,0,0,0.01,0.04,0.77,0.36,0.1,0.91
699,4,to support our prisons in tackling the supply and use of these lethal drugs. We are not aware of any other prison service in the world that has introduced these,0,0.01,0.04,0.02,0.12,0,0,0,0.84,0.84,0.56,0.1,0.87
742,1, The recording of information on the number of staff employed specifically in Offender Management Units is not held on the corporate HR system. This means that although relevant data,0.02,0,0.02,0.03,0.03,0,0,0,0.69,0.51,0.81,0.1,0.83
155,2,convicted of offences under the Vehicle Excise and Registration Act 1994 (forgery and fraud of vehicle licence or registration documents etc.) which can include but is not limited to cloning,0,0,0.04,0.02,0.12,0,0,0,0.89,0.73,0.43,0.1,0.83
816,1, There is a wide range of occupational training available to prisoners. The prison governor works with their education provider to put in place education and training based on the,0.01,0,0.01,0.02,0.06,0,0,0,0.4,0.52,0.42,0.1,0.81
638,3,power and budget to determine how their prisons are run. This includes governors having the authority to do their own workforce planning decide what staffing structures best meets their local,0.01,0,0.01,0.09,0.02,0,0,0,0.32,0.68,0.84,0.1,0.8
136,2,tags and home monitoring units) to support the service. The Department has robust processes in place to monitor and manage contractors and will not hesitate to take action when standards,0,0,0.02,0.03,0.02,0,0,0,0.15,0.6,0.71,0.1,0.76
514,3,"sixth-form colleges may contribute to a number of pension schemes. The SFC financial returns are available online at <a href=\https://www.gov.uk/government/publications/sfa-financial-management-college-accounts\\ target=\\""_blank\\"">https://www.gov.uk/government/publications/sfa-financial-management-college-accounts</a> and show employer contributions to pensions. The EFA does""",0,0,0.05,0.06,0.04,0,0,0,0.05,0.42,0.12,0.1,0.76
121,4,"<a href=\https://www.gov.uk/government/collections/statistics-destinations\\ target=\\""_blank\\"">https://www.gov.uk/government/collections/statistics-destinations</a><br /> [1] Key stage 5 students are those entered for A level or other equivalent level 3 qualifications [2] Eligible for free school meals at any time""",0.04,0.02,0.15,0.19,0.06,0,0,0,0.18,0.64,0.19,0.1,0.75
320,3,for all 12- to- 18-year-olds. This must include information on the full range of education or training options including apprenticeships.   The National Careers Service was launched in April,0,0,0,0.04,0.03,0,0,0,0.22,0.51,0.27,0.1,0.71
228,3, We are also working towards opening three new IPP Progression Regimes that build on the success of the one at HMP Warren Hill which is providing opportunities for IPP,0,0,0.01,0.23,0.01,0,0,0,0.67,0.65,0.36,0.1,0.68
658,10,prisons in September 2016 was also a significant step to support our prisons in tackling the supply and use of these lethal drugs. We are not aware of any other,0,0,0.07,0.02,0.18,0,0,0,0.85,0.66,0.32,0.1,0.68
776,1, The Statutory Framework for the Early Years Foundation Stage (EYFS) sets the standards for the provision of learning development and care for children from birth to age five. The,0,0,0,0.1,0.02,0,0,0,0.39,0.36,0.16,0.1,0.63
472,2,"to level 3 and level 6 in childcare settings. The survey can be found online here at <a href=\https://www.gov.uk/government/statistics/childcare-and-early-years-providers-survey-2013\\ target=\\""_blank\\"">https://www.gov.uk/government/statistics/childcare-and-early-years-providers-survey-2013</a>       The Early Years Foundation""",0,0.01,0.08,0.06,0.04,0.11,0,0,0.14,0.47,0.16,0.1,0.62
899,2,are being asked to come forward as the first to deliver the offer. We plan to build a strong evaluation strand into the work of the early implementers focusing primarily,0,0,0.02,0.08,0.05,0,0,0,0.17,0.8,0.15,0.1,0.62
145,4,drawn from administrative IT systems which as with any large scale recording system are subject to possible errors with data entry and processing.   We are working hard to,0,0,0.03,0.04,0.1,0,0,0,0.82,0.51,0.76,0.1,0.61
750,1," The results of the nationwide test of datamatching between government records and electoral registers is available at the following link: <a href=\https://www.gov.uk/government/publications/evaluation-confirming-electors-through-data-matching\\ target=\\""_blank\\"">https://www.gov.uk/government/publications/evaluation-confirming-electors-through-data-matching</a> An evaluation report on the datamatching""",0,0,0.03,0.04,0.04,0,0,0,0.61,0.81,0.02,0.1,0.61
775,1, The Statutory Framework for the Early Years Foundation Stage (EYFS) sets the standards for the provision of learning development and care for children from birth to age five which,0,0,0.01,0.09,0.02,0,0,0,0.45,0.38,0.13,0.1,0.6
849,5,emphasis on the importance of early identification of needs to ensure young people with SEN get the early support they need to make a successful transition into primary school and,0,0,0.03,0.05,0.04,0,0,0,0.08,0.55,0.45,0.1,0.59
212,1, In 2012 NOMS introduced significant reforms to their pay and grading structures through the introduction of <e4><f3><d6>Fair and Sustainable'. The reforms included the introduction of a new job evaluation,0,0,0.01,0.05,0.01,0,0,0,0.52,0.66,0.29,0.1,0.59
645,3, All three and four year old children are entitled to a funded early education place. The proportion benefitting is calculated using population estimates[1] derived from mid-year estimates and projections,0,0,0.01,0.03,0.02,0,0,0,0.5,0.59,0.49,0.1,0.56
185,4,Wales can restrict publications at their own discretion for good order and discipline security and public protection purposes. Some prisons have developed an enhanced list of restricted publications since the,0,0,0.03,0.04,0.06,0,0,0,0.81,0.71,0.42,0.1,0.54
163,6,D) Additionally since 2011-12 schools have received the Pupil Premium which targets funding at pupils from the most deprived backgrounds to help them achieve their full potential. In 2011-12 the,0,0,0.01,0.06,0.02,0,0,0,0.13,0.31,0.14,0.1,0.53
495,7,and high quality early learning together provide the foundation that children need to make the most of their abilities and talents as they grow up. The EYFS is based on,0,0,0.01,0.22,0.01,0,0,0,0.65,0.35,0.47,0.1,0.49
714,2,is an integral part of a custodial sentence. It is right that all offenders under probation supervision are subject to strict monitoring. In some cases offenders are recalled if their,0.01,0.01,0.03,0.03,0.06,0,0,0,0.94,0.89,0.68,0.1,0.48
178,6,ever before. 315 IPP prisoners have already been released in the first half of 2017. The attached table shows how many unreleased prisoners serving indeterminate sentences of Imprisonment for Public,0.03,0.01,0.02,0.03,0.07,0,0.19,0,0.7,0.89,0.11,0.1,0.47
853,3,duration of the Parliament. It costs around <a3>600 million a year in England with proportionate funding going to the devolved administrations under the Barnett formula.,0,0,0.06,0.06,0.05,0,0,0,0.05,0.33,0.17,0.1,0.42
610,3,help prisoners give up smoking.   The national roll out of the Smoke Free Prisons project has been actively managed under usual project management disciplines.,0.01,0,0.04,0.04,0.08,0,0,0,0.74,0.61,0.18,0.1,0.41
776,3,the gap between disadvantaged children and their peers has narrowed - 51% of children eligible for free school meals (FSM) achieved a good level of development (GLD) in 2015 compared,0,0,0,0.07,0.01,0,0,0,0.53,0.33,0.05,0.1,0.25
971,1,Education is key to helping prisoners turn their lives around and in particular to securing employment which we know reduces the likelihood of reoffending. Alongside introducing a core common curriculum,0,0,0.01,0.05,0.05,0,0,0,0.51,0.46,0.16,0.1,0.21
502,3,while following a core common curriculum set nationally which will focus on maths and English.,0,0,0.05,0.26,0.08,0,0,0,0.26,0.35,0.13,0.1,0.16
282,1, Loneliness and isolation in younger people may be due to a variety of complex reasons and there is no single solution  prevention and early intervention are key. The,0,0,0.04,0.03,0.24,0,0,0,0.8,0.46,0.41,0.1,0.12
262,1, It has not proved possible to respond to the hon. Member in the time available before Prorogation.,0.01,0,0.03,0.03,0.12,0,0,0,0.28,0.98,0.01,0.09,0.94
443,2,to spend the pupil premium in line with this policy and the needs of their pupils. It is for schools to commission pupil premium reviews and act upon the recommendations.,0,0,0.03,0.03,0.08,0,0,0,0.59,0.68,0.75,0.09,0.92
37,6,evidence have been developed in collaboration with the High Security and Long Term Estate and the Directorate of Security Order and Counter Terrorism Guidance on the procedures for applying for,0,0,0.05,0.03,0.07,0.01,0.01,0,0.76,0.74,0.81,0.09,0.9
941,3,like all employers to manage the change within their budgets. To help them do that we have protected the core schools budget including the pupil premium and we have ensured,0,0,0.02,0.04,0.03,0,0,0.07,0.15,0.87,0.37,0.09,0.87
164,19,available at a parliamentary constituency level.<br /> The table below shows capital funding to Cumbria for the financial years that are available. The data is in cash terms as allocations,0,0,0.02,0.04,0.03,0,0,0,0.33,0.64,0.66,0.09,0.86
712,2,proven reoffending data for those serving sentences imposed after the changes to the supervision of short sentences is not yet available. As with all new legislation the operation of recall,0,0.01,0.05,0.04,0.02,0.27,0.19,0,0.86,1,0.24,0.09,0.86
563,1, The Government is committed to delivering on its manifesto commitment to extend the current free childcare entitlement for working parents of three-and four-year-olds from 15 to 30 hours per,0,0,0.05,0.03,0.08,0,0,0,0.1,0.9,0.13,0.09,0.85
226,7,"the basis of pupils who have been FSM eligible at any point in the last six years. The consultation response is available here: <a href=\http://media.education.gov.uk/assets/files/pdf/t/the%20school%20funding%20settlement%20for%202011%2012%20the%20pupil%20premium%20and%20dedicated%20schools%20grant.pdf\\ target=\\""_blank\\"">http://media.education.gov.uk/assets/files/pdf/t/the%20school%20funding%20settlement%20for%202011%2012%20the%20pupil%20premium%20and%20dedicated%20schools%20grant.pdf</a>\""""",0.22,0,0.11,0.01,0.2,0.63,0,0.83,0.64,0.7,0.17,0.09,0.83
545,1, The government has confirmed that the expectation that all schools will become academies by 2020 does not include the early years.   We know that close working between,0.01,0,0.06,0.03,0.09,0,0,0,0.64,0.93,0.03,0.09,0.83
701,10,were the principal offences for which they were dealt with. When a defendant has been found guilty of two or more offences it is the offence for which the heaviest,0,0,0.05,0.04,0.07,0,0,0,0.99,0.85,0.52,0.09,0.81
384,5,"to help our staff identify risks and triggers of suicide and self-harm and understand what they can do to support prisoners at risk.\"",0,0,0.14,0.02,0.34,0,0,0,0.56,0.62,0.47,0.65,0.32385,1, Statistics on the number of escapes from prison custody are published in the supplementary tables of the HMPPS Annual Digest which is available at: <a href=\https://www.gov.uk/government/statistics/annual-national-offender-management-service-digest-2016-to-2017\\"" target=\\""_blank\\"">https://www.gov.uk/government/statistics/annual-national-offender-management-service-digest-2016-to-2017</a>  """,0,0,0.03,0.03,0.05,0.12,0,0,0.66,0.91,0.25,0.09,0.81
891,1, We have a big issue with prisons that are out of date and not fit for purpose which makes it more difficult for our excellent governors and officers to,0,0,0.01,0.03,0.08,0,0,0,0.91,0.93,0.65,0.09,0.76
720,1, The pilot was comprehensively evaluated using both quantitative and qualitative measures of impact. The evaluation of the pilot is still being completed and a formal report prepared. Once that,0,0,0.03,0.03,0.03,0,0,0,0.95,0.89,0.44,0.09,0.76
30,2,given assurance that it has met its obligations under the terms of the Enhanced Voluntary Redundancy scheme which was used between October 2015 and July 2016. A separate and distinct,0,0,0.02,0.04,0.06,0,0,0,0.97,0.77,0.36,0.09,0.76
237,1, Information available on the number of remand first receptions in prisons since 2010 can be found in the table below. Remand first reception describes a prisoner's first movement into,0,0,0.01,0.03,0.12,0,0,0,0.79,0.76,0.27,0.09,0.73
322,1, Prison Governors are responsible for identifying a functional head with lead responsibility for coordinating equalities work within the prison ensuring that there is a coherent approach to equalities obligations.,0,0,0.06,0.02,0.08,0,0,0,0.8,0.91,0.7,0.09,0.72
494,8,special educational needs and disabilities. Ofsted registers childcare provision on the Early Years Register and the General Childcare Register and conducts a regular cycle of inspection to ensure that provision,0,0,0.02,0.04,0.07,0,0,0,0.26,0.73,0.11,0.09,0.71
199,5,is only available at a national and regional level.   The attached table provides data for 2010 2011 and 2013 for England and London. Data is not available for,0,0,0.03,0.04,0.02,0,0,0,0.43,0.5,0.5,0.09,0.7
884,1, We do not disclose the information requested for reasons of operational security in prisons.   We take a zero tolerance approach to smuggling of contraband into prisons and,0,0,0.06,0.02,0.11,0,0,0,0.67,0.84,0.46,0.09,0.68
284,1, Maintaining order and control in our prisons is our priority and this large-scale project has been carefully managed. There is no evidence to link smoking as the causal factor,0,0,0.03,0.03,0.05,0,0,0,0.87,0.93,0.65,0.09,0.64
528,3,government's plans for replacing the arbitrary and unfair system for allocating primary and secondary school funding with a fairer system. Later this year we will consult on proposals for a,0.01,0,0.01,0.03,0.14,0,0,0,0.08,0.78,0.4,0.09,0.64
936,3,the individual needs of their specific prisoner population in line with set minimum service requirements which are aligned to the NOMS Offender Management model. Staff numbers will vary across establishments,0,0,0,0.02,0.05,0,0,0,0.74,0.48,0.77,0.09,0.61
703,4,The figures in these tables have been drawn from administrative IT systems which as with any large scale recording system are subject to possible errors with data entry and processing.,0,0,0.03,0.05,0.08,0,0,0,0.92,0.47,0.85,0.09,0.58
717,3,aware that some CRCs plan to use new technology to extend their supervision options including through use of Skype and biometric kiosks.   We will continue to robustly manage,0,0,0.05,0.04,0.03,0,0,0,0.09,0.46,0.32,0.09,0.57
218,3,do so. In 36 of these cases the offender was beyond the tariff expiry date before being temporarily released last Christmas. In 24 cases the release took place within a,0.01,0,0.02,0.04,0.04,0,0,0,0.71,0.72,0.11,0.09,0.56
123,2,their family and it is not possible to conclude definitively that any one piece of information determined the outcome. Nor is it possible except at disproportionate cost to determine the,0.01,0,0.01,0.05,0.03,0,0,0,0.76,0.6,0.06,0.09,0.55
580,2,aged 18-25 have been one of the biggest users of online registration to vote since its introduction in June. Since 1 July 2014 826265 young people have applied to register,0,0,0.03,0.03,0.21,0,0,0,0.04,0.57,0.03,0.09,0.55
167,3,the field services and monitoring operations. The contracts are subject to stringent specifications and the equipment has been rigorously tested to exacting performance standards. The Department has robust processes in,0,0,0.01,0.04,0.01,0,0,0,0.54,0.5,0.68,0.09,0.54
369,4,"are now more likely than ever before to go to prison.\"",0.07,0.02,0.12,0.02,0.3,0,0,0,0.07,0.57,0.11,0.55,0.75370,1, Sentencing in individual cases is a matter for the courts. The government recognise that there are concerns about sentencing for driving offences. That is why on Monday 5 December""",0.01,0,0.05,0.03,0.04,0,0,0,0.61,0.87,0.83,0.09,0.52
589,6,July 2015 found that the attainment gap between disadvantaged pupils and their peers has narrowed in both primary and secondary schools since the introduction of the pupil premium in 2011.,0,0,0.06,0.03,0.06,0,0,0,0.49,0.25,0.35,0.09,0.44
417,7,subset of official statistics extracted from the case-management system on a different date.,0.04,0.01,0.03,0.07,0.07,0,0,0,0.69,0.59,0.53,0.09,0.42
748,6,qualification levels have continued to rise. Between 2008 and 2013 the proportion of the 233200 full day care staff with at least a level 3 qualification grew from 75% to,0,0,0.02,0.04,0.1,0,0,0,0.46,0.3,0.22,0.09,0.42
208,11,in their Personal Learning Plan itself an element of the overall sentence plan. Studying for a GCSE or an A level should be part of a Personal Learning Plan where,0.01,0,0.03,0.04,0.03,0,0,0,0.61,0.41,0.16,0.09,0.39
338,3,to and managing changes in an offender's behaviour that indicate the risk of serious harm is increasing.   The <e4><f3><d6>Probation Practice' competence framework outlines the minimum necessary skills an,0,0,0.12,0.02,0.02,0,0,0,0.53,0.39,0.14,0.09,0.38
204,3,first instance. They are subsequently informed if a series of ROTLs begins but are not normally told before each individual ROTL takes place.,0,0,0.03,0.1,0.05,0,0,0,0.89,0.74,0.09,0.09,0.38
931,2,stop the supply and use of drugs including an innovative new drug testing programme and have over 300 dogs to detect psychoactive substances.   We have also invested <a3>3,0,0,0.05,0.08,0.02,0,0,0,0.41,0.53,0.17,0.09,0.18
62,3,of nationality are varied and complex which is why the action we take must be tailored to each specific country. I am working closely with ministerial colleagues in DFID FCO,0.01,0,0.02,0.03,0.01,0,0,0,0.95,0.54,0.58,0.09,0.05
909,4,meet the required standards. Service Credits are a payment made by the CRC back to the Government as a means of compensating for services under the contract where the CRC,0.01,0,0,0.02,0.06,0,0,0,0.5,0.89,0.36,0.08,0.97
738,3,premium. This is paid to schools for the number of pupils who are eligible for free school meals (currently or in the previous six years). Information on deprivation pupil premium,0,0,0.02,0.03,0.03,0,0,0,0.19,0.81,0.21,0.08,0.93
